PARTICIPANT_ID	PRESS_TIME	RELEASE_TIME
0	4647.001045529603	4655.685261023404
0	4712.065694060831	4720.163069546351
0	4753.844534289922	4757.414066779816
0	4837.917271713745	4846.361784677207
0	4843.797703487067	4846.705004782505
0	4915.385509640582	4920.3447460380485
0	4956.791900457798	4962.1275967438605
0	4978.084114151546	4985.960241438466
0	5004.503742895347	5013.176965631338
0	5089.106652882673	5090.499349764675
0	5177.76418986081	5185.056152505927
0	5244.772448854255	5253.729383036948
1	56.51381930628546	56.830605973115006
1	78.541485903409	78.92842223141214
1	127.22194087892032	131.858626166501
1	198.91268488093198	205.98047121182606
1	215.79157335959968	218.09338382677393
1	230.32927465735057	231.09194064524203
1	277.26677305366695	277.73636441612854
1	323.90053832371393	330.0547953940901
1	380.8249160052813	383.70949766978157
1	427.22722846377303	427.98074864698634
1	437.3430594993405	439.7560255042444
1	446.14002969630303	448.2521366234761
1	458.5769645634252	468.30146302452806
1	531.7710040684274	539.4511231385785
1	557.2702308348091	560.4490696160314
1	645.7223055586736	645.8033315644815
1	691.8986235437734	697.7092878303326
1	747.5259328181592	750.0522183676568
1	763.9359876994351	770.0598565318802
1	856.7841783828192	866.3635524813243
1	872.8871341359788	873.925808042459
1	933.1966756480866	938.2662224878381
1	965.2127799480319	973.1371300065888
1	1031.8326724101896	1032.1961585419929
1	1115.7608308423419	1124.4600539158853
1	1209.6817009897277	1216.7172420382851
1	1298.2173764186268	1299.5534786437254
1	1331.5882326965043	1331.9601344341738
1	1418.1043067688	1423.0588019969364
1	1425.6616605463928	1425.794627351811
1	1486.950642282223	1495.650348928489
1	1554.8370698069934	1562.8776996883155
1	1630.5193306806952	1639.6170127503483
1	1660.499498517545	1665.8845728434267
1	1667.854462469553	1674.9876287266643
1	1754.342316662212	1755.8941378333602
1	1796.036243322779	1797.74552391278
1	1864.4984934764095	1864.52158394924
1	1879.1417187298293	1883.0044471768585
1	1893.0324772384533	1902.0761744389483
1	1897.3358623343013	1907.1939476722546
1	1988.367412401492	1997.2212375550935
1	1998.209311572363	2001.7227252306716
1	2014.012216176616	2023.1822985042097
1	2045.6928510554387	2049.4321443446483
1	2100.6695458795925	2105.3882871170276
1	2136.3729568089057	2140.0649406838943
1	2206.2795819274434	2212.68217011951
1	2213.769701297058	2219.8997508495545
1	2260.0818527579377	2263.3877914471045
1	2264.0939744713064	2267.99197758575
1	2347.063433570521	2352.3822914323673
1	2433.221657027337	2441.1422222913734
1	2456.723617024422	2458.72761148304
1	2511.981204648819	2513.9434821860686
1	2607.645504212873	2612.902266726698
1	2630.6119408936656	2637.856871642915
1	2672.4417326410844	2676.690581867155
1	2682.8571481345543	2686.8137441219083
1	2751.8049799226615	2761.785593144036
1	2811.1218611763366	2815.989639987619
1	2879.119869435359	2881.0396429796842
1	2906.1352080781435	2906.3100305331504
1	2929.316231302596	2930.9235549528357
1	3022.2316333523972	3027.014213262387
1	3078.4894272294414	3080.6957603773376
1	3114.6017942604676	3117.957449533972
1	3127.620096214125	3137.0653998933326
1	3138.7741167604554	3148.050214966095
1	3223.4671804635686	3232.519216118363
1	3260.946050604585	3260.9827194127556
1	3355.284366396795	3364.8087922735995
1	3434.591626171399	3438.908359758953
1	3454.1029618269904	3455.644918698727
1	3542.442514373473	3551.9432930211415
1	3581.4774744059964	3582.307695187508
1	3602.1747889247176	3611.3699559492375
1	3625.0945757676936	3626.0242895345023
1	3683.596771443252	3685.7984442545558
1	3779.880947307772	3787.292188489434
1	3871.458003378853	3881.015295888107
1	3925.012905796386	3933.294140376398
1	3980.7838436530083	3987.0130461826657
1	3991.41937893804	3991.9640364716415
1	4045.278039407622	4051.561095241289
1	4122.679699476684	4129.6208415177725
1	4185.361981966908	4189.959201086027
1	4216.351848684014	4220.147390753497
1	4256.035091597956	4262.951381401533
1	4266.17536571949	4267.326324873535
1	4291.428362379329	4295.356704437565
1	4335.888606548197	4342.7301682219195
1	4367.047034093632	4370.418438175214
1	4463.471681160381	4466.629828359157
1	4504.757833188581	4514.332432599792
1	4551.016366111613	4555.787205343616
1	4621.52135369268	4628.850779473803
1	4634.5837973797825	4636.266131510776
1	4640.368434153215	4644.256851910238
1	4725.8192333065435	4730.480998226773
2	70.51833376535299	75.53927084864736
2	137.13369504718776	144.6989966483722
2	166.1150808121857	170.16904152379078
2	205.4093467695061	206.0477213130128
2	257.56670185216734	258.0616498336245
2	258.3000566143631	263.972717567465
2	328.90664838590635	337.1076981980441
2	346.74647501205374	347.26865888691344
2	395.31852102793124	403.5895433211888
2	490.9310248077214	491.66405039497135
2	582.6554837637135	587.4489472322477
2	589.8624836352298	590.2693732122231
2	647.8809476343754	655.4804565159106
2	719.3090913809426	726.2442362104358
2	780.3675278556639	787.1203917118421
2	834.3844623148649	839.9492535014932
2	899.9092461631743	901.8252573093998
2	930.4242335528296	932.2966043701766
2	1025.4094529407141	1027.7074144826795
2	1053.0609333431707	1063.0015615556113
2	1107.0749417544646	1109.219942971736
2	1152.311562736091	1158.7511936071865
2	1205.065125105828	1208.638908933958
2	1238.5819771186286	1238.9384603224084
2	1267.8178391242427	1269.6080977350205
2	1305.2585435978601	1313.1280625697705
2	1311.069109228511	1312.331090347926
2	1406.9999111902978	1409.258233728645
2	1498.1276780941878	1505.9973526214403
2	1531.5525940818782	1535.4284574616843
2	1542.4962230170493	1543.5468244102292
2	1635.7636644944182	1640.3796125575907
2	1728.4113006976304	1731.2115686585078
2	1809.4767612948215	1818.3097083197679
2	1820.1205387756324	1822.3544146291151
2	1823.958154393217	1833.3083011176136
2	1846.9124520605017	1855.5494328427749
2	1872.6648449112636	1878.51264799745
2	1886.9467875229043	1892.5294120829465
2	1921.871124681217	1928.9706274598714
2	2012.5121376178708	2012.749326092154
2	2016.772850881408	2017.5256867832884
2	2020.8477393549208	2026.6628926908638
2	2033.2211058723851	2036.671767358833
2	2127.8381547796166	2128.191250425847
2	2168.760385370824	2170.7855282093597
2	2247.6642214783265	2248.7207350692406
2	2249.5127586813046	2257.5415027473164
2	2286.421537277163	2288.0441288867128
2	2326.9424098141417	2329.776728514684
2	2343.863193705391	2347.896725140786
2	2443.601721086107	2450.8099273617804
2	2460.399268720262	2461.6566021074027
2	2471.282822638347	2476.38194692421
2	2501.137920194083	2510.865053345685
2	2505.164727905025	2509.3711740568524
2	2542.6634859363116	2551.26436972382
2	2588.6385661909044	2594.671492920974
2	2629.998204083655	2635.8560677770724
2	2691.570273296929	2697.5534720560076
2	2784.315599336222	2791.9459806633754
2	2846.537435987181	2856.206965964647
2	2919.0754138781463	2921.24221669129
2	2922.332507667758	2922.415607535233
2	2929.980270817205	2939.2381904843915
2	2980.0044273037847	2980.313747975353
2	2996.934180370975	3001.2195722093543
2	3034.3188587080426	3034.8046954715232
2	3084.8760892984455	3089.2414132702347
2	3147.9434112547297	3148.7481089914954
2	3201.220387813134	3210.5956738788755
2	3231.2093804391643	3238.4701353140713
2	3291.547003360778	3297.0502560243613
2	3383.2213490895474	3389.080395519209
2	3456.3400342512105	3457.0241382277163
2	3539.1244715268276	3543.5612165892117
2	3597.9343162591053	3600.5922179040685
2	3611.407685916357	3614.6114944480996
2	3653.27058957702	3658.6319797907486
2	3662.848531361374	3671.059295264532
2	3734.021892047248	3736.825874378808
2	3776.8497173144683	3779.2972404603706
2	3779.106822779776	3789.1002487031183
2	3854.436689080759	3864.3192134181813
2	3892.0219005377194	3893.3641615389515
2	3917.9969523258483	3920.377284122441
2	3951.437835128222	3956.713826148808
2	4010.8785229253563	4019.553688082928
2	4078.3798786455045	4082.14695575398
2	4151.580395368716	4158.231882178856
2	4201.266847590874	4209.892325601759
2	4249.696526979806	4251.860374579955
2	4301.133540089036	4310.065175811245
2	4385.557094952871	4387.276748003577
2	4427.295597721927	4431.725172344315
2	4502.985577434021	4507.499033025876
2	4534.013008140327	4541.528195499926
2	4544.154560175698	4546.857897544484
2	4597.5784981536135	4600.135478101288
2	4614.270825044312	4619.998347060886
3	3.76868414896967	11.70909261880297
3	5.295855089498048	10.10953002480276
3	19.366555674604456	23.039754039136092
3	42.35168434711383	47.676899539221694
3	104.20105221772525	111.61128430643839
3	159.20605123019521	166.58239263788934
3	172.5631148699666	175.53157020292025
3	232.38140895591485	234.18460016829212
3	276.9079876072211	282.721688230683
3	337.09815448203057	341.675732186962
3	354.809256435933	364.50503256291057
3	401.3707678859592	402.50793072127976
3	449.12496616418287	455.50860747266063
3	461.0957974573172	464.59548165845257
3	530.2251413620487	539.5271503491595
3	613.9033931101665	614.7115195279027
3	666.5091229810337	669.0400952168495
3	705.6386766076083	707.3193179316713
3	779.0360306311428	788.5166952831287
3	788.966955633982	789.7734935957457
3	885.8468633208515	886.2499863777387
3	905.560122125747	908.8788473444167
3	925.368860202796	934.0032828367492
3	968.6377895382286	969.5092312035922
3	1068.144533110779	1077.4219987862123
3	1082.897255954671	1091.2852735660358
3	1087.3114811282883	1095.0695467828973
3	1093.997670477667	1095.3944290398185
3	1134.680039949198	1138.2876529113823
3	1152.7052636719504	1159.834212706226
3	1245.2493823976008	1249.3199410023028
3	1263.4205289774127	1271.754400187226
3	1266.7632740781132	1272.229295839312
3	1308.1741386365	1311.2014175235222
3	1376.2169307538065	1378.7340975395214
3	1440.8480088073197	1448.4559095757538
3	1512.3901555237971	1517.6711029590367
3	1606.8064970441749	1610.9857905190477
3	1681.2915713016775	1683.0381270758276
3	1697.764033234395	1703.8102611796282
3	1749.86369029127	1756.6578799563877
3	1759.394287468369	1761.3543591449315
3	1763.7440222684472	1771.3940658115148
3	1841.1234745159682	1845.5612288944526
3	1849.0297346180782	1853.4955855957262
3	1920.234571932201	1920.8832894830675
3	1993.123160997897	1995.8077728298283
3	2077.9406065786084	2087.030650547266
3	2140.7944969290334	2144.539868512016
3	2213.850588400733	2218.881096099061
3	2247.9743483079883	2250.2250962800795
3	2267.600315510066	2269.100511784021
3	2333.5453820463554	2342.599588200282
3	2335.223613004674	2342.0603136217123
3	2363.599854174498	2364.168903955934
3	2438.889546742924	2441.16504577736
3	2470.306101291267	2479.7208151444815
3	2500.6291241820286	2510.610928549042
3	2520.8640265310055	2526.29540908837
3	2521.3808717200677	2524.790757447387
3	2552.4407658832233	2556.900594427493
3	2616.7594289963035	2618.0743820401894
3	2712.7193335054344	2721.868145918014
3	2723.3037474447465	2732.120795563429
3	2727.0663276646624	2731.5253008724067
3	2774.061510817773	2774.3466689692355
3	2775.657603033172	2777.5905298614343
3	2809.697172648831	2812.5262199628614
3	2894.6563993131313	2901.4059127185965
3	2911.5979093516225	2920.5765975941686
3	3011.2247548286714	3018.224437494957
3	3099.301424263377	3109.1314308867477
3	3179.8922705540413	3184.37654415066
3	3217.6992685103987	3226.35033996732
3	3297.850536581443	3299.705392185788
3	3388.856552015599	3397.234648785107
3	3414.4659521708813	3415.84447370706
3	3488.270177890597	3490.9827733492943
3	3526.2446143632133	3527.265759929183
3	3607.266124469196	3610.8717353387665
3	3675.316412602971	3675.330894713859
3	3773.0474361982933	3781.6552893964486
3	3848.440575102202	3850.4891258151374
3	3947.318211907466	3953.721696586985
3	3950.3711650527757	3959.808900085643
3	4041.865997612931	4045.222861241736
3	4114.093594241072	4120.200879844669
3	4118.109064573688	4123.574922339383
3	4179.46531116381	4180.6394642672385
3	4265.062266592011	4274.122629449597
3	4272.905048598019	4274.0317907495455
3	4301.836000487913	4305.266756949085
3	4390.448949882079	4400.13787490083
3	4391.52117311636	4400.336867136169
3	4484.366906510964	4486.530222688232
3	4504.937385261919	4506.789599532077
3	4579.70207226688	4582.296108954917
3	4663.020275287873	4668.753283564424
3	4691.45702023184	4696.54246555638
3	4709.421892039111	4711.992892042608
4	32.1501958884848	39.5485715723831
4	131.69237004958865	138.81609460303793
4	154.77658829724015	156.37947374550654
4	225.48114273752344	235.2337844616605
4	312.4761123782845	313.1764293590673
4	391.7992344858904	395.00094630022625
4	443.581616333527	449.1736716469684
4	455.4999450044029	458.0830266120589
4	476.7537297111815	480.5285402981942
4	479.6936603392164	484.46657590529253
4	487.64223511966173	494.07135004196846
4	580.7650488784221	582.1473255855966
4	646.7451846557493	655.5147887363605
4	679.056917346962	685.9844683742793
4	729.0073268858205	738.8803274775127
4	775.7045341099071	776.48169546555
4	789.6276413187222	791.0947107720656
4	889.2566689531607	897.2000022837611
4	981.629011274458	984.757292172456
4	1077.2039024968715	1081.7701360435467
4	1164.310289532876	1172.2048312691895
4	1190.61920810077	1192.9054787037494
4	1194.9339697896867	1203.584851805585
4	1285.4723702394122	1291.4351302031291
4	1355.7088338763042	1358.9026815333473
4	1384.356424502901	1391.9268970663254
4	1408.7198907593288	1415.7797534308854
4	1421.6692568920973	1421.6759289482573
4	1472.246776433598	1481.5141417294428
4	1559.9903008490535	1567.566009970273
4	1620.7959996788602	1629.3634540410917
4	1668.6258364430398	1676.264064403141
4	1763.969653773658	1772.392816918917
4	1790.6269004331639	1796.5621237147484
4	1816.551088791199	1821.433415564066
4	1822.0839802520818	1832.058874359828
4	1892.9246582981575	1895.3998408889865
4	1922.415552792499	1931.855181391343
4	1933.4807245940376	1942.5202435139915
4	2026.6211535656637	2032.1138097532757
4	2065.8234268816136	2070.8183621327516
4	2133.37878342151	2140.4383968270936
4	2148.822096352812	2154.5949616842413
4	2207.4530412314048	2208.652035721705
4	2258.382474710197	2264.5312865025135
4	2332.2745457927876	2338.4237056787874
4	2419.6173249452795	2424.134599027561
4	2486.0441644155762	2495.6794924726473
4	2562.51415414524	2567.6921764703457
4	2601.982740211947	2609.1731831679685
4	2701.4589357999243	2703.6589222088637
4	2789.517652624987	2790.511321942559
4	2845.8341255392943	2846.12187038466
4	2849.1127551196164	2853.175216693976
4	2884.636167912546	2887.1608924733046
4	2893.219744184183	2897.857711860357
4	2963.317967176669	2966.944351642187
4	2986.1215745434033	2994.047949892823
4	3078.125957754844	3079.775571056705
4	3079.5572471921896	3083.833652713974
4	3120.7045631664014	3126.360867408588
4	3191.5917949407985	3193.234971798189
4	3227.6177746459553	3231.10523654772
4	3237.080353043553	3244.3928665530743
4	3244.122470176861	3252.5057683252594
4	3305.367313497536	3308.2279717358397
4	3399.229281467545	3405.667244490769
4	3473.674010217805	3482.8846786263844
4	3534.095761056594	3540.5542398615626
4	3614.3866278714386	3621.605138508975
4	3705.52569581657	3713.091558626622
4	3750.9127610290475	3753.334947642391
4	3777.557184436315	3780.3294172128253
4	3864.218899558917	3868.964178619533
4	3906.260629898735	3909.282003080359
4	3962.5289873446277	3963.4173055422484
4	4021.872482937854	4024.1640953733404
4	4030.6987766747693	4035.642614492509
4	4098.058795019518	4100.294979554126
4	4175.29691487693	4181.94809160947
4	4254.010635877313	4260.348999037873
4	4334.8851431596195	4341.890648540506
4	4372.884548694486	4377.99775411398
4	4438.742850619796	4440.636154504452
4	4442.723841837312	4450.788845118605
4	4502.907910327033	4509.796586840881
4	4541.309462229771	4546.744880474491
4	4590.021837319775	4592.124825378381
4	4668.064021067072	4671.426180242999
4	4751.042285176965	4754.063133801919
4	4825.798606714178	4830.005211486416
4	4900.528996024875	4900.807152060799
4	4981.29292906469	4983.445219557936
4	5017.4480310333565	5025.800745427934
4	5103.2114076370335	5107.889735050955
4	5198.038767440706	5199.948464250122
4	5262.6342551339385	5266.433480035326
4	5355.299174510027	5364.319193327397
4	5442.967482362683	5443.926173985741
4	5539.901638518541	5549.524152797507
